Country,City,CityId,Latitude,Longitude
Belgium,Veurne,2814,51.046589000,2.664780000
Belgium,Vielsalm,2815,50.278183000,5.893284000
Belgium,Villers-La-Ville,2816,50.562496000,4.526908000
Belgium,Villers-Le-Bouillet,2817,50.593295000,5.242742000
Belgium,Vilvoorde,2818,50.930219000,4.433776000
Belgium,Viroinval,2819,50.053806000,4.625239000
Belgium,Virton,947,49.570000000,5.530000000
Belgium,Vise,2820,50.739318000,5.687538000
Belgium,Vleteren,2821,50.913601000,2.741569000
Belgium,Voeren,2822,50.745365000,5.822509000
Belgium,Vorselaar,2823,51.217763000,4.772705000
Belgium,Vosselaar,2824,51.305365000,4.885381000
Belgium,Vresse-Sur-Semois,2825,49.850201000,4.915739000
Belgium,Waarschoot,2826,51.152176000,3.609611000
Belgium,Waasmunster,2827,51.118712000,4.074899000
Belgium,Wachtebeke,2828,51.180284000,3.873152000
Belgium,Waimes,2829,50.462194000,6.124423000
Belgium,Walcourt,2830,50.266536000,4.434816000
Belgium,Walhain,2831,50.631157000,4.697189000
Belgium,Wanze,2832,50.550252000,5.197914000
Belgium,Waregem,2833,50.881043000,3.402115000
Belgium,Waremme,2834,50.693932000,5.266895000
Belgium,Wasseiges,2835,50.617804000,5.024375000
Belgium,Waterloo,2836,50.709797000,4.403524000
Belgium,Watermael-Boitsfort,2837,50.792832000,4.423621000
Belgium,Wavre,2838,50.715877000,4.593189000
Belgium,Welkenraedt,2839,50.663555000,5.939107000
Belgium,Wellen,2840,50.842666000,5.323330000
Belgium,Wellin,2841,50.060065000,5.098549000
Belgium,Wemmel,2842,50.909619000,4.309407000
Belgium,Wervik,2843,50.810203000,3.056486000
Belgium,Westerlo,2844,51.106457000,4.881803000
Belgium,Wetteren,2845,50.994528000,3.870158000
Belgium,Wevelgem,2846,50.831391000,3.173810000
Belgium,Wezembeek-Oppem,2847,50.843027000,4.492429000
Belgium,Wichelen,2848,50.998650000,3.953406000
Belgium,Wielsbeke,2849,50.912345000,3.366892000
Belgium,Wijnegem,2850,51.229633000,4.516933000
Belgium,Willebroek,2851,51.053953000,4.368425000
Belgium,Wingene,2852,51.059578000,3.260058000
Belgium,Wommelgem,2853,51.206746000,4.518836000
Belgium,Wortegem-Petegem,2854,50.848351000,3.527606000
Belgium,Wuustwezel,2855,51.394057000,4.600498000
Belgium,Yvoir,2856,50.325235000,4.940813000
Belgium,Zandhoven,2857,51.211286000,4.679177000
Belgium,Zaventem,2858,50.871388000,4.486440000
Belgium,Zedelgem,2859,51.126665000,3.134308000
Belgium,Zele,2860,51.067335000,4.035788000
Belgium,Zelzate,2861,51.198960000,3.808385000
Belgium,Zemst,2862,50.978901000,4.457997000
Belgium,Zingem,2863,50.908382000,3.622129000
Belgium,Zoersel,2864,51.257526000,4.669859000
Belgium,Zomergem,2865,51.126007000,3.556252000
Belgium,Zonhoven,2866,50.991910000,5.376616000
Belgium,Zonnebeke,2867,50.866481000,3.003659000
Belgium,Zottegem,2868,50.867687000,3.805616000
Belgium,Zoutleeuw,2869,50.835077000,5.101203000
Belgium,Zuienkerke,2870,51.253591000,3.131753000
Belgium,Zulte,2871,50.937262000,3.472841000
Belgium,Zutendaal,2872,50.932814000,5.575373000
Belgium,Zwalm,2873,50.877231000,3.723861000
Belgium,Zwevegem,2874,50.786912000,3.372591000
Belgium,Zwijndrecht,2875,51.224506000,4.323402000
Belize,Belize City,148,17.480000000,-88.180000000
Belize,Belmopan City,1087,17.250000000,-88.780000000
Benin,Bohicon,2209,7.203065000,2.056804000
Benin,Cotonou,259,6.350000000,2.380000000
Benin,Kandi,2210,11.133300000,2.933300000
Benin,Kerou,2211,10.824833000,2.110000000
Benin,Natitingou,2212,10.383333000,1.366667000
Benin,Ouidah,2213,6.366667000,2.100000000
Benin,Parakou,2214,9.355659000,2.615433000
Benin,Porga,2215,11.040000000,0.966700000
Benin,Porto-Novo,2216,6.483333000,2.616667000
Benin,Save,2217,8.016667000,2.483333000
Bhutan,Bhur,2954,26.900000000,90.430000000
Bhutan,Bumthang,1275,27.600000000,90.820000000
Bhutan,Mongar,1276,27.250000000,91.200000000
Bhutan,Paro,1273,27.430000000,89.420000000
Bhutan,Samtse,2955,27.020000000,89.083300000
Bhutan,Thimphu,2956,27.440000000,89.680000000
Bhutan,Trashigang,2957,27.280000000,91.520000000
Bhutan,Wangdi Phodrang,1274,27.500000000,90.130000000
Bosnia and Herzegovina,Banja Luka,16,44.750000000,17.180000000
Bosnia and Herzegovina,Mostar,14,43.330000000,17.800000000
Bosnia and Herzegovina,Sarajevo,13,43.870000000,18.430000000
Bosnia and Herzegovina,Tuzla,15,44.530000000,18.670000000
Botswana,Francistown,1543,-21.170000000,27.520000000
Botswana,Gaborone,1542,-24.628207900,25.923147100
Botswana,Ghanzi,1546,-21.680000000,21.630000000
Botswana,Kasane,1545,-17.820000000,25.150000000
Botswana,Maun,1544,-19.980000000,23.420000000
Botswana,Sir Seretse Khama Airport,1547,-24.700000000,25.920000000
Brazil,Aracaju,1060,-10.900000000,-37.050000000
Brazil,Belem,1061,-1.420000000,-48.480000000
Brazil,Belo Horizonte,1062,-19.850000000,-43.950000000
Brazil,Boa Vista,1063,2.830000000,-60.720000000
Brazil,Brasilia,290,-15.780000000,-47.930000000
Brazil,Campo Grande,1064,-20.480000000,-54.630000000
Brazil,Cuiaba,1065,-15.600000000,-56.100000000
Brazil,Curitiba,1066,-25.320000000,-49.400000000
Brazil,Florianopolis,1067,-27.670000000,-48.550000000
Brazil,Fortaleza,1068,-3.780000000,-38.580000000
Brazil,Goiania,1069,-16.680000000,-49.250000000
Brazil,Joao Pessoa,1070,-7.120000000,-34.870000000
Brazil,Macapa,1071,0.030000000,-51.050000000
Brazil,Maceio,1072,-9.650000000,-35.730000000
Brazil,Manaus,1073,-3.120000000,-60.020000000
Brazil,Natal,1074,-5.780000000,-35.220000000
Brazil,Palmas,1075,-26.480000000,-51.980000000
Brazil,Porto Alegre,1076,-30.030000000,-51.220000000
Brazil,Porto Velho,1077,-8.750000000,-63.900000000
Brazil,Recife,1078,-8.080000000,-34.900000000
Brazil,Rio Branco,1079,-10.000000000,-67.800000000
Brazil,Rio De Janeiro,1080,-22.900000000,-43.180000000
Brazil,Salvador,1081,-12.950000000,-38.500000000
Brazil,Sao Luis,1082,-2.420000000,-44.080000000
Brazil,Sao Paulo,1083,-23.520000000,-46.630000000
Brazil,Teresina,1084,-5.100000000,-42.800000000
Brazil,Vitoria,1085,-20.300000000,-40.300000000
British Caribbean Territories,Cayman Islands,96,19.300000000,-81.270000000
Brunei Darussalam,Bandar Seri Begawan,95,4.930000000,114.930000000
Bulgaria,Plovdiv,1422,42.140000000,24.750000000
Bulgaria,Sofia,303,42.650000000,23.383333000
Bulgaria,Varna,919,43.200000000,27.900000000
Burkina Faso,Bobo Dioulasso,1526,11.170000000,-4.300000000
Burkina Faso,Boromo,1527,11.730000000,-2.920000000
Burkina Faso,Dedougou,1528,12.470000000,-3.480000000
Burkina Faso,Dori,1529,14.030000000,-0.030000000
Burkina Faso,Fada Ngourma,1530,12.070000000,0.350000000
Burkina Faso,Gaoua,1531,10.330000000,-3.180000000
Burkina Faso,Ouagadougou Aero,1532,12.350000000,-1.520000000
Burkina Faso,Ouahigouya,1533,13.580000000,-2.430000000
Burkina Faso,Po,1534,11.170000000,-1.150000000
Burundi,Bujumbura,1519,-3.320000000,29.320000000
Burundi,Gitega,1521,-3.420000000,29.920000000
Burundi,Musasa,1523,-4.000000000,30.100000000
Burundi,Muyinga,1522,-2.850000000,30.350000000
Burundi,Ngozi,1520,-2.908352100,29.826549200
Burundi,Nyanza Lac,1524,-4.300000000,29.600000000
Burundi,Rwegura,1525,-2.920000000,29.520000000
Cabo Verde,Sal,196,16.730000000,-22.950000000
Cambodia,Bantey Mean Chey,3636,13.608889000,102.962500000
Cambodia,Battambang,3637,13.090278000,103.213889000
Cambodia,Kampot,3645,10.612778000,104.186389000
Cambodia,Kandal,3638,11.350694000,104.990000000
Cambodia,Kep,3639,10.541420000,104.319375000
Cambodia,Koh Kong,3640,11.608194000,102.988000000
Cambodia,Kompong Cham,3641,11.993262000,105.463686000
Cambodia,Kompong Chhnang,3642,12.257561000,104.673482000
Cambodia,Kompong Spoeu,3643,11.464775000,104.507092000
Cambodia,Kompong Thom,3644,12.685278000,104.897194000
Cambodia,Kraties,3646,12.475972000,106.020556000
Cambodia,Mondulkiri,3647,12.464944000,107.178528000
Cambodia,Oddar Mean Chey,3648,14.186944000,103.514194000
Cambodia,Pailin,3649,12.855889000,102.611500000
Cambodia,Phnom Penh - Pochentong,348,11.550000000,104.920000000
Cambodia,Preah Sihanouk,3654,10.627135000,103.512214000
Cambodia,Preah Vihear,3650,13.803611000,104.980611000
Cambodia,Prey Veng,3651,11.488889000,105.331917000
Cambodia,Pursat,3652,12.544167000,103.912194000
Cambodia,Rattanakiri,3653,13.760750000,106.987750000
Cambodia,Siem Reap,347,13.370000000,103.850000000
Cambodia,Stung Treng,3655,13.565111000,105.942444000
Cambodia,Svay Rieng,3656,11.083275000,105.801092000
Cambodia,Takeo,3657,10.976938000,104.790282000
Cambodia,Tboung Khmoum,3658,11.901611000,105.801389000
Cameroon,Bafoussam,3015,5.500000000,10.416667000
Cameroon,Bamenda,1516,5.950000000,10.150000000
Cameroon,Bertoua,1518,4.566667000,13.683333000
Cameroon,Buea,3016,4.150000000,9.216667000
Cameroon,Douala,1513,4.016667000,9.733333000
Cameroon,Ebolowa,3017,2.900000000,11.166667000
Cameroon,Garoua,1515,9.333333000,13.383333000
Cameroon,Kribi,1517,2.950000000,9.916667000
Cameroon,Limbe,3522,4.016667000,9.183333000
Cameroon,Maroua,3018,10.583333000,14.316667000
Cameroon,Ngaoundere,1514,7.316667000,13.583333000
Cameroon,Yaounde,257,3.833333000,11.516667000
Canada,Banff Alberta,623,51.180000000,-115.570000000
Canada,Calgary Alberta,622,51.120000000,-114.020000000
Canada,Charlottetown Prince Edward Island,639,46.280000000,-63.130000000
Canada,Cranbrook British Columbia,618,49.620000000,-115.780000000
Canada,Edmonton Alberta,621,53.300000000,-113.580000000
Canada,Fredericton New Brunswick,636,45.870000000,-66.530000000
Canada,Goose Bay Newfoundland,640,53.320000000,-60.420000000
Canada,Grande Prairie Alberta,625,55.180000000,-118.880000000
Canada,Halifax Nova Scotia,637,44.880000000,-63.520000000
Canada,Inuvik Northwest Territories,643,68.300000000,-133.480000000
Canada,Iqaluit Nunavut,613,63.750000000,-68.530000000
Canada,Kamloops British Columbia,617,50.700000000,-120.450000000
Canada,Lethbridge Alberta,627,49.630000000,-112.800000000
Canada,Medicine Hat Alberta,626,50.020000000,-110.720000000
Canada,Montreal Quebec,634,45.470000000,-73.750000000
Canada,Ottawa Ontario,265,45.322500000,-75.669167000
Canada,Prince George British Columbia,619,53.880000000,-122.680000000
Canada,Prince Rupert British Columbia,616,54.300000000,-130.430000000
Canada,Quebec Quebec,635,46.800000000,-71.380000000
Canada,Red Deer Alberta,624,52.180000000,-113.900000000
Canada,Regina Saskatchewan,629,50.430000000,-104.670000000
Canada,Saint John NB New Brunswick,641,45.330000000,-65.880000000
Canada,Saskatoon Saskatchewan,628,52.170000000,-106.680000000
Canada,St Johns Newfoundland,642,47.620000000,-52.730000000
Canada,Sudbury Ontario,632,46.620000000,-80.800000000
Canada,Sydney Nova Scotia,638,46.170000000,-60.050000000
Canada,Thunder Bay Ontario,631,48.370000000,-89.320000000
Canada,Toronto Ontario,264,43.670000000,-79.630000000
Canada,Vancouver British Columbia,266,49.180000000,-123.170000000
Canada,Victoria British Columbia,620,48.650000000,-123.430000000
Canada,Whitehorse Yukon Territories,614,60.720000000,-135.070000000
Canada,Windsor Ontario,633,42.270000000,-82.970000000
Canada,Winnipeg Manitoba,630,49.900000000,-97.230000000
Canada,Yellowknife Northwest Territories,615,62.470000000,-114.450000000
Chad,Abeche,1169,13.830000000,20.820000000
Chad,Bol,1170,13.470000000,14.700000000
Chad,Faya-Largeau,1173,17.970000000,19.150000000
Chad,Mongo,1174,12.180000000,18.680000000
Chad,Moundou,1171,8.550000000,16.080000000
Chad,Ndjamena,256,12.100000000,15.030000000
Chad,Sarh,1172,9.150000000,18.380000000
Chile,Concepcion,2202,-36.778330000,-73.062500000
Chile,Coyhaique,2201,-45.593890000,-72.108610000
Chile,Iquique,102,-20.530000000,-70.180000000
Chile,La Serena,2203,-29.917500000,-71.201110000
Chile,Puerto Montt,104,-41.420000000,-73.080000000
Chile,Punta Arenas,105,-53.000000000,-70.850000000
Chile,Santiago,103,-33.445000000,-70.682500000
Chile,Valparaiso,2204,-33.047238000,-71.612689000
China,Anshan,1831,41.100000000,123.030000000
China,Baoji,1832,34.330000000,107.420000000
China,Baotou,1833,40.520000000,110.130000000
China,Beijing,237,39.933333000,116.283333000
China,Changchun,541,43.900000000,125.220000000
China,Changsha,554,28.200000000,112.980000000
China,Chengdu,547,30.670000000,104.020000000
China,Chongqing,349,29.520000000,106.480000000
China,Dali,1834,25.700000000,100.180000000
China,Dalian,560,38.900000000,121.630000000
China,Daqing,1835,46.470000000,125.020000000
China,Datong,1836,40.100000000,113.330000000
China,Fushun,1837,41.820000000,123.850000000
China,Fuzhou,557,26.080000000,119.280000000
China,Gaoxiong,1838,22.620000000,120.270000000
China,Golmud,1839,36.420000000,94.900000000
China,Guangzhou,241,23.130000000,113.320000000
China,Guilin,561,25.320000000,110.300000000
China,Guiyang,548,26.580000000,106.700000000
China,Haikou,559,20.030000000,110.350000000
China,Hangzhou,556,30.230000000,120.170000000
China,Harbin,540,45.750000000,126.770000000
China,Hefei,553,31.870000000,117.280000000
China,Hengyang,1876,26.880000000,112.530000000
China,Hohhot,562,40.800000000,111.680000000
China,Huaibei,1840,33.950000000,116.850000000
China,Huainan,1841,32.600000000,117.030000000
China,Jilin,1842,43.880000000,126.550000000
China,Jinan,551,36.670000000,117.000000000
China,Jingzhou,1877,30.330000000,112.220000000
China,Jiujiang,1843,29.630000000,115.880000000
China,Kunming,238,25.020000000,102.680000000
China,Lanzhou,546,36.050000000,103.880000000
China,Lhasa,236,29.670000000,91.130000000
China,Liuzhou,1844,24.350000000,109.400000000
China,Luoyang,1845,34.630000000,112.450000000
China,Nanchang,555,28.600000000,115.920000000
China,Nanjing,350,32.000000000,118.800000000
China,Nanning,558,22.820000000,108.370000000
China,Naqu,1846,31.480000000,92.070000000
China,Ningbo,564,29.870000000,121.550000000
China,Panzhihua,1878,26.580000000,101.720000000
China,Pingxiang,1847,27.630000000,113.860000000
China,Qingdao,542,36.070000000,120.330000000
China,Qiqihaer,1848,47.380000000,123.920000000
China,Quanzhou,1849,24.930000000,118.650000000
China,Sanya,1850,18.230000000,109.520000000
China,Shanghai,240,31.170000000,121.430000000
China,Shangqiu,1851,34.350000000,115.600000000
China,Shantou,1852,23.400000000,116.680000000
China,Shaoguan,1853,24.680000000,113.600000000
China,Shenyang,352,41.770000000,123.430000000
China,Shenzhen,1854,22.550000000,114.100000000
China,Shihezi,1855,44.230000000,86.050000000
China,Shijiazhuang,550,38.030000000,114.500000000
China,Siping,1856,43.180000000,124.330000000
China,Suzhou,1857,31.300000000,120.670000000
China,Taibei,354,25.033333000,121.516667000
China,Taiyuan,549,37.780000000,112.550000000
China,Taizhong,1858,24.150000000,120.680000000
China,Tangshan,1859,39.650000000,118.100000000
China,Tianjin,353,39.030000000,117.200000000
China,Tianshui,1860,34.500000000,105.620000000
China,Urumqi,543,43.750000000,87.600000000
China,Wenzhou,1861,27.980000000,120.680000000
China,Wuhan,351,30.580000000,114.280000000
China,Wuxi,1862,31.520000000,120.300000000
China,Xi'an,239,34.300000000,108.930000000
China,Xiamen,563,24.480000000,118.070000000
China,Xiangfan,1879,32.050000000,112.120000000
China,Xianyang,1863,34.330000000,108.710000000
China,Xining,545,36.630000000,101.800000000
China,Xuzhou,1864,34.280000000,117.150000000
China,Yangquan,1865,37.870000000,113.550000000
China,Yantai,1866,37.500000000,121.350000000
China,Yichang,1867,30.700000000,111.300000000
China,Yinchuan,544,38.480000000,106.220000000
China,Yushu,1868,33.020000000,97.020000000
China,Zhangjiajie,1880,29.150000000,110.500000000
China,Zhangjiakou,1869,40.780000000,114.880000000
China,Zhanjiang,1870,21.150000000,110.300000000
China,Zhengzhou,552,34.720000000,113.650000000
China,Zhuzhou,1871,27.827987000,113.133853000
China,Zibo,1872,36.780000000,118.100000000
China,Zigong,1873,29.400000000,104.820000000
China,Zunyi,1874,27.520000000,106.820000000
Colombia,Apartado,866,7.880000000,-76.620000000
Colombia,Arauca,867,7.070000000,-70.750000000
Colombia,Armenia,868,4.520000000,-75.680000000
Colombia,Barrancabermeja,869,7.070000000,-73.850000000
Colombia,Barranquilla,160,10.970000000,-74.760000000
Colombia,Bogota,157,4.620000000,-74.080000000
Colombia,Bucaramanga,870,7.120000000,-73.120000000
Colombia,Buenaventura,1642,3.880000000,-77.060000000
Colombia,Cali,158,3.450000000,-76.520000000
Colombia,Cartagena,161,10.410000000,-75.530000000
Colombia,Cucuta,871,7.880000000,-72.480000000
Colombia,Florencia,872,1.600000000,-75.600000000
Colombia,Gaviotas,1643,4.110000000,-73.600000000
Colombia,Ibague,873,4.430000000,-75.230000000
Colombia,Ipiales,1644,0.830000000,-77.620000000
Colombia,Lebrija,1645,7.120000000,-73.220000000
Colombia,Leticia,874,-4.205429000,-69.932808000
Colombia,Manizales,875,5.050000000,-75.500000000
Colombia,Medellin,159,6.230000000,-75.580000000
Colombia,Mitu,1325,1.200000000,-70.170000000
Colombia,Mocoa,1327,1.170000000,-76.640000000
Colombia,Monteria,876,8.750000000,-75.870000000
Colombia,Neiva,877,2.920000000,-75.270000000
Colombia,Palmira,1646,3.580000000,-76.250000000
Colombia,Pasto,878,1.220000000,-77.270000000
Colombia,Pereira,879,4.800000000,-75.680000000
Colombia,Popayan,880,2.420000000,-76.600000000
Colombia,Providencia,881,13.330000000,-81.370000000
Colombia,Puerto Carreno,882,6.180000000,-67.480000000
Colombia,Puerto Inirida,1326,3.870000000,-67.920000000
Colombia,Quibdo,883,5.680000000,-76.650000000
Colombia,Riohacha,884,11.550000000,-72.880000000
Colombia,Rionegro,1647,6.160000000,-75.390000000
Colombia,San Andres Island,885,12.570000000,-81.680000000
Colombia,San Jose Del Guaviare,1648,2.570000000,-72.630000000
Colombia,Santa Marta,886,11.250000000,-74.200000000
Colombia,Sincelejo,1324,9.310000000,-75.400000000
Colombia,Tumaco,888,1.780000000,-78.800000000
Colombia,Tunja,887,5.530000000,-73.350000000
Colombia,Valledupar,889,10.470000000,-73.250000000
Colombia,Villavicencio,890,4.130000000,-73.630000000
Colombia,Yopal,1323,5.350000000,-72.400000000
Comoros,Moroni,311,-11.730000000,43.220000000
Costa Rica,Alajuela,285,10.008472000,-84.218064000
Costa Rica,Canas,1126,10.420000000,-85.080000000
Costa Rica,Cartago,1115,9.870000000,-83.920000000
Costa Rica,Filadelfia,1125,10.430000000,-85.550000000
Costa Rica,Guapiles,1120,10.200000000,-83.780000000
Costa Rica,Heredia,1114,9.980000000,-84.120000000
Costa Rica,Liberia,1124,10.630000000,-85.420000000
Costa Rica,Limon,1119,9.970000000,-83.030000000
Costa Rica,Los Chiles,1121,11.030000000,-84.720000000
Costa Rica,Nicoya,1127,10.150000000,-85.450000000
Costa Rica,Puntarenas,1128,9.970000000,-84.820000000
Costa Rica,Quepos,1129,9.420000000,-84.150000000
Costa Rica,San Isidro,1130,9.370000000,-83.700000000
Costa Rica,San Jose,1113,9.920000000,-84.070000000
Costa Rica,Sixaola,1117,9.527504000,-82.633899000
Costa Rica,Turrialba,1116,10.020000000,-83.770000000
Costa Rica,Upala,1122,10.880000000,-85.000000000
C̫te d'Ivoire,Abidjan,2876,5.250000000,-3.933333000
C̫te d'Ivoire,Adiake,2877,5.300000000,-3.300000000
C̫te d'Ivoire,Bondoukou,2878,8.050000000,-2.783333000
C̫te d'Ivoire,Bouake,2879,7.733333000,-5.350000000
C̫te d'Ivoire,Daloa,2880,6.866667000,-6.466667000
C̫te d'Ivoire,Odienne,2881,9.500000000,-7.566667000
Croatia,Dubrovnik,74,42.650000000,18.070000000
Croatia,Osijek,71,45.550000000,18.670000000
Croatia,Rijeka,72,45.330000000,14.420000000
Croatia,Split,73,43.520000000,16.430000000
Croatia,Zagreb,70,45.820000000,15.980000000
Cuba,Camaguey,708,21.380000000,-77.920000000
Cuba,Cayo Coco,707,22.509012800,-78.406973200
Cuba,Cienfuegos,706,22.130000000,-80.470000000
Cuba,Havana,280,23.170000000,-82.350000000
Cuba,Holguin,709,20.880000000,-76.250000000
Cuba,Pinar Del Rio,704,22.430000000,-83.680000000
Cuba,Santiago De Cuba,710,20.020000000,-75.850000000
Cuba,Varadero,705,23.120000000,-81.350000000
Cura̤ao and Sint Maarten,Curacao,286,12.120000000,-68.880000000
Cura̤ao and Sint Maarten,Oranjestad,1829,12.500000000,-70.000000000
Cyprus,Larnaka Airport,202,34.880000000,33.630000000
Cyprus,Nicosia,1441,35.170000000,33.370000000
Cyprus,Paphos Airport,1442,34.720000000,32.490000000
Cyprus,Paralimni,1884,35.060000000,33.960000000
Cyprus,Polis Chrysochous,1885,35.030000000,32.430000000
Cyprus,Prodromos,1886,34.950000000,32.830000000
Czechia,Brno,693,49.150000000,16.700000000
Czechia,Liberec,2162,50.769722000,15.023889000
Czechia,Ostrava,920,49.680000000,18.120000000
Czechia,Pilsen,2161,49.734166000,13.376111000
Czechia,Prague,197,50.080000000,14.420000000
Denmark,Copenhagen,190,55.720000000,12.570000000
Denmark,Nuuk,583,64.170000000,-51.720000000
Denmark,Torshavn,582,62.020000000,-6.770000000
Djibouti,Djibouti,250,11.550000000,43.150000000
Dominica,Melville Hall Airport,287,15.580000000,-61.300000000
Dominican Republic,Barahona,592,18.200000000,-71.100000000
Dominican Republic,La Romana,593,18.420000000,-68.970000000
Dominican Republic,Montecristi,594,19.850000000,-71.630000000
Dominican Republic,Puerto Plata,595,19.780000000,-70.680000000
Dominican Republic,Punta Cana,596,18.582010100,-68.405472900
Dominican Republic,San Juan,597,18.800000000,-71.230000000
Dominican Republic,Santiago,598,19.450000000,-70.700000000
Dominican Republic,Santo Domingo,281,18.480000000,-69.920000000
Democratic People's Republic of Korea,Pyongyang,230,39.030000000,125.780000000
Ecuador,Cuenca,2047,-2.886666000,-78.983333000
Ecuador,Guayaquil,2048,-2.153333000,-79.883333000
Ecuador,Quito,291,-0.170000000,-78.480000000
Ecuador,San Cristobal-Galapagos,2049,-0.900000000,-89.600000000
Egypt,Alexandria,1268,31.200000000,29.950000000
Egypt,Asswan,1272,23.970000000,32.780000000
Egypt,Cairo,248,30.083333000,31.283333000
Egypt,Hurghada,1270,27.150000000,33.720000000
Egypt,Luxor,1271,25.670000000,32.700000000
Egypt,Sharm El-Sheikh,1269,27.970000000,34.380000000
El Salvador,Acajutla,1187,13.570000000,-89.830000000
El Salvador,Nueva Concepcion,1189,14.200000000,-89.400000000
El Salvador,San Miguel,1188,13.450000000,-88.120000000
El Salvador,San Salvador,282,13.720000000,-89.200000000
El Salvador,Santa Ana,1186,13.980000000,-89.570000000
Eritrea,Asmara,155,15.280000000,38.920000000
Eritrea,Assab,154,13.070000000,42.720000000
Estonia,Parnu,1928,58.400000000,24.500000000
Estonia,Tallinn,149,59.398056000,24.602778000
Estonia,Tartu,1927,58.400000000,26.700000000
Eswatini,Manzini,913,-26.480000000,31.380000000
Eswatini,Mbabane,912,-26.320000000,31.130000000
Ethiopia,Addis Ababa,162,9.020000000,38.730000000
Ethiopia,Assosa,1918,10.020000000,34.520000000
Ethiopia,Awassa,163,7.050000000,38.470000000
Ethiopia,Bahir Dar,164,11.550000000,37.350000000
Ethiopia,Bale Robe,1919,7.130000000,40.020000000
Ethiopia,Dire Dawa,165,9.580000000,41.870000000
Ethiopia,Gode,1920,5.900000000,43.580000000
Ethiopia,Gondar,1921,12.550000000,37.420000000
Ethiopia,Jimma,166,7.670000000,36.830000000
Ethiopia,Lalibela,1922,12.030000000,39.050000000
Ethiopia,Mekele,167,13.480000000,39.470000000
Fiji,Nadi,94,-17.750000000,177.450000000
Fiji,Suva,93,-18.150000000,178.450000000
Finland,Helsinki-Vantaa,168,60.203056000,24.961389000
Finland,Kuopio,171,62.880000000,27.680000000
Finland,Rovaniemi,172,66.480000000,25.680000000
Finland,Tampere,170,61.500000000,23.770000000
Finland,Turku,169,60.520000000,22.270000000
France,Agen,3570,44.202895000,0.617758000
France,Ajaccio,1753,41.925112000,8.735601000
France,Albi,3599,43.927648000,2.145009000
France,Alencon,3583,48.428983000,0.091053000
France,Alo,3626,-14.297100000,-178.109000000
France,Amiens,3598,49.891490000,2.297577000
France,Angers,3572,47.472707000,-0.556177000
France,Angouleme,3542,45.648787000,0.159470000
France,Annecy,3593,45.898493000,6.128991000
France,Archipel Saint-Pierre,3624,46.760000000,-56.180000000
France,Arras,3584,50.288348000,2.779108000
France,Auch,3557,43.644901000,0.587522000
France,Aurillac,3541,44.925048000,2.439111000
France,Auxerre,3607,47.797350000,3.565884000
France,Avignon,3602,43.948303000,4.808230000
France,Bar-le-Duc,3578,48.770847000,5.166782000
France,Bastia,3546,42.699383000,9.449454000
France,Beauvais,3582,49.434124000,2.087196000
France,Belfort,3608,47.640776000,6.849168000
France,Besancon,3551,47.242262000,6.020591000
France,Blois,3565,47.592558000,1.325985000
France,Bobigny,3611,48.909620000,2.437396000
France,Bordeaux,1050,44.870000000,-0.580000000
France,Bourg-en-Bresse,3529,46.204337000,5.228106000
France,Bourges,3544,47.083316000,2.394478000
France,Brest,1051,48.450000000,-4.420000000
France,Caen,3540,49.181903000,-0.370985000
France,Cahors,3569,44.447454000,1.440207000
France,Carcassonne,3538,43.215100000,2.351317000
France,Cayenne,3619,4.820000000,-52.370000000
France,Chalons-en-Champagne,3574,48.956274000,4.363208000
France,Chambery,3592,45.565810000,5.920204000
France,Charleville-Mezieres,3535,49.771159000,4.718810000
France,Chartres,3554,48.446390000,1.487863000
France,Chateauroux,3560,46.808910000,1.689233000
France,Chaumont,3575,48.110332000,5.137971000
France,Clermont Ferrand,1052,45.770000000,3.080000000
France,Colmar,3588,48.080530000,7.354738000
France,Creteil,3612,48.790063000,2.461650000
France,Digne-les-Bains,3532,44.091920000,6.235333000
France,Dijon,3547,47.322479000,5.041065000
France,Epinal,3606,48.173376000,6.450624000
France,Evreux,3553,49.023304000,1.151787000
France,Evry,3609,48.633682000,2.443647000
France,Foix,3536,42.964647000,1.606351000
France,Gap,3533,44.558371000,6.077558000
France,Grenoble,3562,45.186503000,5.725114000
France,Gueret,3549,46.170095000,1.867756000
France,La Desirade,3615,16.335000000,-61.004000000
France,La Roche-sur-Yon,3603,46.669475000,-1.428868000
France,La Rochelle,3543,46.158668000,-1.151253000
France,La Trinite,3618,14.740000000,-60.990000000
France,Laon,3530,49.563168000,3.623483000
France,Laval,3576,48.072006000,-0.770371000
France,Le Lamentin,307,14.600000000,-61.000000000
France,Le Mans,3591,48.003684000,0.196303000
France,Le Puy-en-Velay,3567,45.042925000,3.884576000
France,Le Raizet Guadeloupe,306,16.270000000,-61.530000000
France,Les Abymes,3614,16.260000000,-61.510000000
France,Lille,1053,50.650000000,3.070000000
France,Limoges,3605,45.833929000,1.260532000
France,Lons-le-Saunier,3563,46.673711000,5.552736000
France,Lyon,1054,45.730000000,4.820000000
France,Macon,3590,46.306503000,4.830844000
France,Maripasoula,3622,3.640000000,-54.030000000
France,Marseille,1055,43.300000000,5.370000000
France,Melun,3595,48.539804000,2.658701000
France,Mende,3571,44.517818000,3.499275000
France,Metz,3580,49.119505000,6.176565000
France,Mont-de-Marsan,3564,43.889871000,-0.500708000
France,Montauban,3600,44.016886000,1.354817000
